AVpfzuRNilAPnD_xipqB,2014-08-28T19:31:47Z,2019-04-22T11:06:28Z,AmazonBasics External Hard Drive Case,"B00F5CKWBA,B00KPQCWAU",Amazonbasics,"Electronics Features,Drives, Storage & Blank Media,Hard Drive Pouches,Computers & Accessories,Computer Accessories & Peripherals,Hard Drive Accessories,Electronics,Computers Features,Personal Computer,Accessories,Hard Drive Bags Cases,Computers/Tablets & Networking,Drive Enclosures & Docks,Laptop & Desktop Accessories,Hard Drive Bags & Cases,Carrying Case Or Bag",Electronics,AmazonBasics,HL-001725,2018-12-27T00:00:00.000Z,2019-02-17T00:00:00Z,,,,,5,It is a good little hard case to protect your external hard drives,external hard case drive,embroidery18,Female,Paid
AVwjfXp4QMlgsOJE8qmk,2017-05-20T01:34:04Z,2019-02-25T02:23:15Z,"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",B01J94SBEY,Amazon,"Fire Tablets,Computers/Tablets & Networking,Walmart for Business,Tablets,Amazon Tablets,Tablets & E-readers,Kids' Tablets,Electronics,Computers & Tablets,Office Electronics,Amazon,Tablets & eBook Readers",Electronics,Amazon,53-005704,2018-09-10T00:32:46.000Z,2018-12-08T00:00:00Z,,TRUE,202541414,0,5,I love this tablet!! I love that I can set limits for my daughter. She loves the tablet enjoys every single app on it,Best kid tablet,BRM,Male,Paid
AVwjfXp4QMlgsOJE8qmk,2017-05-20T01:34:04Z,2019-02-25T02:23:15Z,"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",B01J94SBEY,Amazon,"Fire Tablets,Computers/Tablets & Networking,Walmart for Business,Tablets,Amazon Tablets,Tablets & E-readers,Kids' Tablets,Electronics,Computers & Tablets,Office Electronics,Amazon,Tablets & eBook Readers",Electronics,Amazon,53-005704,2018-09-05T16:22:10.000Z,2018-12-08T00:00:00Z,,TRUE,202364330,0,4,"So far, so good, but I've only used it for 1 week. Would've like for some kind of handle for the cover so it's easier to hold for kids small hands.","So far, so good",Mom of a toddler,Female,Paid
AVwjfXp4QMlgsOJE8qmk,2017-05-20T01:34:04Z,2019-02-25T02:23:15Z,"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",B01J94SBEY,Amazon,"Fire Tablets,Computers/Tablets & Networking,Walmart for Business,Tablets,Amazon Tablets,Tablets & E-readers,Kids' Tablets,Electronics,Computers & Tablets,Office Electronics,Amazon,Tablets & eBook Readers",Electronics,Amazon,53-005704,2018-08-28T14:59:54.000Z,2018-12-08T00:00:00Z,,TRUE,201509977,0,4,I bought this tablet to download videos from youtube red and to be able to take the tablet everyone we travel to play the videos. But unfortunately this tablet model does not support youtube red and it definitely doesn't work without wifi. So that was a fail! I'm gonna need to figure out how to download stuff so we can run the tablet without being connected to wifi. Other then that it's good for your little ones older then 3 or 4 years of age. It's big so they might have trouble holding it up but if they sit down with it then all the apps help promotes them to keep engaged and interested to sit still. Great case protector!,Doesn't support youtube red video downloads,Lili,Female,Free
AVwjfXp4QMlgsOJE8qmk,2017-05-20T01:34:04Z,2019-02-25T02:23:15Z,"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",B01J94SBEY,Amazon,"Fire Tablets,Computers/Tablets & Networking,Walmart for Business,Tablets,Amazon Tablets,Tablets & E-readers,Kids' Tablets,Electronics,Computers & Tablets,Office Electronics,Amazon,Tablets & eBook Readers",Electronics,Amazon,53-005704,2018-08-24T21:05:49.000Z,2018-12-08T00:00:00Z,,TRUE,201389264,0,5,"I love this tablet and so do my children! I have been wanting to get one for a couple years but never had any wifi to use it with all the features, and trust me i bought every other kids tablet there was along the way. My daughter will be 6 this year and this is easily her 10th tablet i got all the ones for kids with the pre loaded apps and learning games. From nabi to samsung kids tablets and everything in between. These are by far the best. Very easy to use and my daughter loves all the games on them she plays for hours and the battery lasts a long time too, all the other tablets battery would die after an hour! This one just keeps going! Even my 2 year old son cant get enough of the books and learning games. I also like that it comes with a free year of free time for kids and if it breaks for any reason within 2 years they will replace it. All the other tablets broke after only a year or less, just stop working or glitch out. Trust me this tablet us worth it! Give it a try! You wont be sorry.",Amazon fire 8 kids tablet,Sheena,Male,Paid
AWdDlIX9Hh53nbDRSc-U,2018-11-24T02:10:04Z,2019-03-09T07:13:48Z,Certified Refurbished Amazon Echo,B01GAGYVU2,Amazon,"Consumer Electronics,Amazon Echo,Smart Speakers, Hubs & Accessories,Smart Speakers,Amazon Home,Surveillance & Smart Home Electronics,Digital Device 3",Electronics,Amazon,53-005339,2018-08-16T00:00:00.000Z,2019-02-16T00:00:00Z,,,,,5,"Like this version the best. The new version does not give you much of a choice for colors and you can get a skin for the 1st generation version. The speaker is great, fills the room with sound. Replaced an Echo Dot which sucked...wouldn't stay connected to the external speaker, always having to pair it or reconnect it to the internet, etc. Plugged this one in and it worked right away.",Still the best,divecat2,Female,Paid
AVpfpK8KLJeJML43BCuD,2017-01-04T03:51:17Z,2019-04-17T16:06:27Z,Amazon Tap Smart Assistant Alexaenabled (black) Brand New,B01BH83OOM,Amazon,"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Smart Speakers,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Smart Speakers, Hubs & Accessories,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,TV, Video & Home Audio,Frys,Media Streamers,Speakers,Mobile,Digital Device 3,Consumer Electronics,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Surveillance & Smart Home Electronics,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,Amazon,53-004496,2018-08-01T00:00:00.000Z,"2019-03-15T00:00:00Z,2019-03-20T00:00:00Z,2019-04-15T00:00:00Z",,,,,5,"If your looking for great sound it cannot perform but the versatility is worth the compromise, Lacks base or I would rate it as excellent.","light weight, hours on play on one charge, sounds good and looks great..",patssue,Female,Free
AVwjfXp4QMlgsOJE8qmk,2017-05-20T01:34:04Z,2019-02-25T02:23:15Z,"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",B01J94SBEY,Amazon,"Fire Tablets,Computers/Tablets & Networking,Walmart for Business,Tablets,Amazon Tablets,Tablets & E-readers,Kids' Tablets,Electronics,Computers & Tablets,Office Electronics,Amazon,Tablets & eBook Readers",Electronics,Amazon,53-005704,2018-07-31T01:23:53.000Z,2018-12-08T00:00:00Z,,TRUE,200791738,0,5,Easy to set up. I havent given it to my daughter yet... as I am afraid she will turn into a screen freak but I will be using it for lo g car rides.,Worth the purchase,MT,Male,Free
AVwjfXp4QMlgsOJE8qmk,2017-05-20T01:34:04Z,2019-02-25T02:23:15Z,"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",B01J94SBEY,Amazon,"Fire Tablets,Computers/Tablets & Networking,Walmart for Business,Tablets,Amazon Tablets,Tablets & E-readers,Kids' Tablets,Electronics,Computers & Tablets,Office Electronics,Amazon,Tablets & eBook Readers",Electronics,Amazon,53-005704,2018-07-25T11:44:51.000Z,2018-12-08T00:00:00Z,,TRUE,200646961,0,5,Bought for grand daughters birthday after her tablet broke. She loves it! Only downside she can not get on YouTube. Love that it coverts to a parent tablet as well.,You got to get one!,Nana c,Male,Free
AWFFfd9KIwln0LfXiOe0,2018-01-30T04:58:34Z,2019-04-25T04:27:39Z,Fire TV Stick Streaming Media Player Pair Kit,B00ZV9RDKK,Amazon,"Electronics,TVs Entertainment,Featured Brands,Other TV, Video & Audio Accs,College Tvs & Home Theater,Streaming Media Players,Fire TV,TVs Entertainment xbqxrzdteyyb,Ways To Shop,Amazon SMP,Electronics Features,TVs & Home Theater,TV, Video & Home Audio,On To College,Media Streamers,TV & Home Theater,TV, Video & Audio Accessories,Digital Device 4,All Streaming Media Players,College Electronics,Video Devices & TV Tuners,Consumer Electronics,TV & Video,Streaming Devices,Back To College,Amazon Devices,Amazon,Holiday Shop",Electronics,Amazon,B00ZV9RDKK,2018-07-15T00:00:00.000Z,"2019-04-11T00:00:00Z,2019-01-05T00:00:00Z,2018-12-09T00:00:00Z,2019-03-24T00:00:00Z,2019-01-24T00:00:00Z,2019-04-24T00:00:00Z,2019-04-05T00:00:00Z,2019-04-18T00:00:00Z,2019-03-22T00:00:00Z,2019-01-03T00:00:00Z,2019-04-03T00:00:00Z,2019-03-16T00:00:00Z,2019-04-09T00:00:00Z,2019-04-16T00:00:00Z,2019-03-15T00:00:00Z,2018-12-10T00:00:00Z,2019-03-28T00:00:00Z,2018-12-23T00:00:00Z,2019-03-21T00:00:00Z,2019-01-13T00:00:00Z,2019-03-02T00:00:00Z,2019-01-16T00:00:00Z,2019-02-26T00:00:00Z,2019-04-13T00:00:00Z,2019-04-21T00:00:00Z,2019-04-06T00:00:00Z,2019-01-10T00:00:00Z,2019-03-19T00:00:00Z,2018-12-20T00:00:00Z,2019-03-25T00:00:00Z,2019-04-12T00:00:00Z,2019-03-12T00:00:00Z,2019-01-23T00:00:00Z,2019-04-08T00:00:00Z,2018-12-31T00:00:00Z,2019-03-31T00:00:00Z,2019-01-21T00:00:00Z,2019-03-08T00:00:00Z,2019-01-08T00:00:00Z,2019-01-27T00:00:00Z,2019-03-10T00:00:00Z,2019-04-20T00:00:00Z,2019-03-14T00:00:00Z,2018-12-11T00:00:00Z,2019-03-27T00:00:00Z,2019-04-01T00:00:00Z,2019-04-19T00:00:00Z,2019-03-06T00:00:00Z",TRUE,,,1,5,"Pros: Works good like Alexia Cons: setting it up is a , HASLE had to call verizon three times Other Thoughts: I WOULD RECOMMEND IT",Fire stick,John Z.,Female,Free
AWFFfd9KIwln0LfXiOe0,2018-01-30T04:58:34Z,2019-04-25T04:27:39Z,Fire TV Stick Streaming Media Player Pair Kit,B00ZV9RDKK,Amazon,"Electronics,TVs Entertainment,Featured Brands,Other TV, Video & Audio Accs,College Tvs & Home Theater,Streaming Media Players,Fire TV,TVs Entertainment xbqxrzdteyyb,Ways To Shop,Amazon SMP,Electronics Features,TVs & Home Theater,TV, Video & Home Audio,On To College,Media Streamers,TV & Home Theater,TV, Video & Audio Accessories,Digital Device 4,All Streaming Media Players,College Electronics,Video Devices & TV Tuners,Consumer Electronics,TV & Video,Streaming Devices,Back To College,Amazon Devices,Amazon,Holiday Shop",Electronics,Amazon,B00ZV9RDKK,2018-07-10T00:00:00.000Z,"2019-04-11T00:00:00Z,2019-01-05T00:00:00Z,2019-03-24T00:00:00Z,2019-01-24T00:00:00Z,2019-04-24T00:00:00Z,2019-04-05T00:00:00Z,2019-04-18T00:00:00Z,2019-03-22T00:00:00Z,2019-01-03T00:00:00Z,2019-04-03T00:00:00Z,2019-03-16T00:00:00Z,2019-04-09T00:00:00Z,2019-04-16T00:00:00Z,2019-03-15T00:00:00Z,2019-03-28T00:00:00Z,2019-03-21T00:00:00Z,2019-01-13T00:00:00Z,2019-03-02T00:00:00Z,2019-01-16T00:00:00Z,2019-02-26T00:00:00Z,2019-04-13T00:00:00Z,2019-04-21T00:00:00Z,2019-04-06T00:00:00Z,2019-01-10T00:00:00Z,2019-03-19T00:00:00Z,2019-03-25T00:00:00Z,2019-04-12T00:00:00Z,2019-03-12T00:00:00Z,2019-01-23T00:00:00Z,2019-04-08T00:00:00Z,2018-12-31T00:00:00Z,2019-03-31T00:00:00Z,2019-01-21T00:00:00Z,2019-03-08T00:00:00Z,2019-01-08T00:00:00Z,2019-01-27T00:00:00Z,2019-03-10T00:00:00Z,2019-04-20T00:00:00Z,2019-03-14T00:00:00Z,2019-03-27T00:00:00Z,2019-04-01T00:00:00Z,2019-04-19T00:00:00Z,2019-03-06T00:00:00Z",TRUE,,,1,5,"Pros: I'm a subscriber to DirectTV Now! So i pay a yearly discount and get over 450+ channels streamed to my TV for 59 a month, I pay for Prime/Netflix. combined, My cable bill was 172.00 I get more choices options, and I got the components to run it off ethernet, so no lag.I have un-metered fiber optic, so I can stream a lot, given how my family is good at leaving it running. Cons: TV's in which HDMI ports don't extend out make this difficult to install, My 4K TV has side ports took me like 4 minutes. Wireless is pointless and get the ethernet addon","Should have gone with Chromecast, But this works too.",Anonymous,Female,Free
